character_id,full_name,alternate_name,name,url,attributes,description
21263,Poro,ポロ,Poro,https://myanimelist.net/character/21263/Poro,,"Poro (ポロ) is an inhabitant of Orange Town. He tried to convince Boodle not to go back while Buggy was there, but Boodle refuse to listen. After seeing Chou-Chou returning to the surviving inhabitants of Orange Town alone, he organized a mob in order to save Boodle and driving Buggy out of town. But they find Luffy, Zoro and Nami and chase them out instead. First Appearance: Chapter 14; Episode 8 Source: http://onepiece.wikia.com/wiki/Poro"
21264,Boodle,ブードル,Boodle,https://myanimelist.net/character/21264/Boodle,,"Boodle is the mayor of the town that was attacked by Buggy the Clown early on in the series, Orange Town. (Source: One Piece Wikia)"
21265,Hocker,ホッカー,Hocker,https://myanimelist.net/character/21265/Hocker,,Hocker was the owner of the Pet Food Shop in Orange Town and the master of Chou-Chou. He died of an unknown illness. First appearance: Chapter 12; Episode 6 (Source: One Piece Wiki)
21266,Kuina,くいな,Kuina,https://myanimelist.net/character/21266/Kuina,,"Kuina (くいな) was the childhood friend of Roronoa Zoro. Throughout her life, Kuina pushed herself harder then usual in kendo in order to be accepted in the male-dominated discipline. Even her father thought that she could never be the best because she was a girl. While training in the same dojo, Kuina was the only person Zoro was never able to beat in a sword fight. After overhearing what her father said about girls not being good at kendo one night, she rushed to find Zoro and challenged him to a duel, with real swords. Though she defeated Zoro again (she was the best in the dojo, he was second-best), she still felt like everyone was looking down on her just because she was a girl. So she and Zoro make a promise that they would continue to build their skills until they were the best swordsmen in the world, after which they would fight each other again for the title of strongest. Original owner of Zoro&#039;s white sword, Watto. Kuina dies the very next day by falling down some stairs, breaking her neck. Zoro takes her sword Watto for his own and vows to become the best swordsmen in the world in her place"
21267,Rika,リカ,Rika,https://myanimelist.net/character/21267/Rika,,"Rika (リカ) is a little girl who lives in Shell Town who tried to thank Zoro by offering him onigiri while he was imprisoned, but he refused and told her to go away. Helmeppo then came in and took them away from her rudely, saying that if she gave them to Zoro it would be as if she were the accomplice of a criminal, but he then spit them out complaining that the onigiri had sugar in them instead of salt. Helmeppo then ordered the naval marine standing behind him to throw her out and he reluctantly does so, but luckily, Rika was caught by Luffy before anything bad could happen. The reason Zoro was imprisoned by the Marines was because he defended Rika when she was nearly attacked by Helmeppo's pet wolf. Because Helmeppo saw this as a crime towards himself, he ordered Zoro to stay imprisoned for thirty days. Zoro, not wanting to cause any more trouble, accepted. Rika later becomes friends with both Helmeppo and Koby during their stay in Shell Town, and becomes upset when the two leave with Vice-Admiral Garp. She later appeared in a filler as well as TV Special 4 and where she is friends with Ninjin, Piman and Tamanegi. Her only known relative is her mother, the bartender Ririka. She is voiced by Kate Oxley in the Funimation dub. Her seiyuu is Emi Uwagawa, and her English voice in the 4Kids dub is done by Lisa Ortiz. First Appearance: Chapter 3; Episode 2 Source: http://onepiece.wikia.com/wiki/Rika"
21268,Ririka,リリカ,Ririka,https://myanimelist.net/character/21268/Ririka,,Ririka is the mother of Rika. She is a bartender who runs a local Shell Town Bar. First Appearance: Chapter 4; Episode 2 (Source: One Piece Wikia)
21269,Merry,メリー,Merry,https://myanimelist.net/character/21269/Merry,,"Merry is Kaya's loyal servant, and was the one who designed the Going Merry. (Source: One Piece Wiki)"
21310,Banchina,バンキーナ,Banchina,https://myanimelist.net/character/21310/Banchina,,"Banchina (バンキーナ, Bankīna) was Usopp's mother and Yasopp's wife. She pushed her husband to follow his dreams and go to sea with the Red-Haired Pirates. However Usopp grows up with a sick mother who became bed-ridden due to her illness. Every day he would tell the same lie, that his father had returned to take them away, hoping it would keep her hopes high and help her to recover. However, she knew he would never return and before her death told Usopp that she was glad he had gone to sea. Even after she passed away, Usopp continued to tell the same lie, even though he no longer had any reason to do so. In the Loguetown filler Arcs, Yasopp admitted that he was useless and could do nothing for his wife and child. After one of Shanks' men asks ""Wasn't it for the better, Yasopp?"" Shanks' men hoot and cheer like it was a good thing he left his wife and child. First Appearance: Chapter 41; Episode 17 Banchina is Italian for ""Dock"". (Source: One Piece Wiki)"
21311,Moodie,ムーディ,Moodie,https://myanimelist.net/character/21311/Moodie,,"Moodie is a woman who Fullbody had taken to the Baratie. Sanji tried to seduce her, which made Fullbody angry and jealous. Moodie tried to calm him down, but she did not succeed in doing so. She was never seen again. First Appearance: Chapter 43; Episode 20 (Source: One Piece Wikia)"
21312,Nako,ナコー,Nako,https://myanimelist.net/character/21312/Nako,,"Dr. Nako (often simply called ""Doctor"") is a doctor from Cocoyashi Village. Although a relatively minor character overall, he was one of the major characters from Nami's childhood. He plays a major role in the flashback, while he plays a minor role in the present. He aids the crowd in fighting the Arlong Pirates and later tends the wounds of Zoro, Luffy, Yosaku, and Johnny. Nako grumbled about the crew having no doctor which gave Luffy an idea to find a doctor of their own. He then put the pinwheel tattoo on Nami's left arm to cover her stab scars. He wears a bandana with a red cross, a common symbol for medical personnel, (which is edited out in the English anime) and a sunglasses. First Appearance: Chapter 77; Episode 32 (Source: One Piece Wikia)"
21314,Chabo,チヤボ,Chabo,https://myanimelist.net/character/21314/Chabo,,"Chabo is a young boy from Gosa Village. He wanted to kill Arlong to avenge his father's death; Nami paid him and told him to leave. He later attacked Usopp, thinking that Usopp was a fish-man (due to Usopp's long nose), but Nojiko stopped him. After returning to Nojiko's home, she told him not to throw his life away, she then asks if he has a mother to which he answers ""yes"". He was then sent on his way to her because she was most likely worried about him. Later the surviving Gosa residents called the Marines to help, the Marines arrived and Chabo announced to Nojiko and the Cocoyashi villagers what happened. The Marines fought Arlong, but it is all in vain. After the Fall of Arlong Park, he decides to forget about avenging his father himself and celebrates with the rest of Cocoyashi Village. (Source: One Piece Wiki)"
21315,Panz Fry,パンズフライ,"Fry, Panz",https://myanimelist.net/character/21315/Panz_Fry,,An anime-only giant that appeared in the Z's Ambition Arc. He is Lily Enstomach's father.
21316,Sapi,サピー,Sapi,https://myanimelist.net/character/21316/Sapi,,"Sapi (サピー, Sapii) was the fish salesman who sold Sanji the Elephant Tuna Fish. In the anime, he met with Sanji, but did not sell him the fish. Instead, he told him of the competition for which the fish would be the prize for. He has a small ponytail that resembles a fish fin. First Appearance: Chapter 98; Episode 51"
21318,Ippon-Matsu,いっぽんマツ,Ippon-Matsu,https://myanimelist.net/character/21318/Ippon-Matsu,,"Ippon-Matsu was the owner of the weapons shop in Loguetown Zoro visited. He was the previous owner of two of Zoro's swords, Sandai Kitetsu and Yubashiri. When he first met Zoro, he tried to rip him off by buying Zoro's Wado for less than what it was worth, until Tashigi entered the shop. His greedy attitude changed when Zoro tested his luck with the Sandai Kitetsu (he threw it up into the air, then held out his arm to see if it would be sliced off). After being impressed by Zoro's willingness to test his luck against Sandai Kitetsu and its curse he gave him Yubashiri for free. Yubashiri was his family's heirloom, a sword passed down through his family from one swordsman to the next until it reached him. His willingness to part with the sword, he told his wife, was that he was simply passing on to Zoro his dream. Ippon-Matsu made a guest appearance in the The Detective Memoirs of Chief Straw Hat Luffy TV special. (Source: One Piece Wikia)"
21366,Crocus,クロッカス,Crocus,https://myanimelist.net/character/21366/Crocus,,"Crocus is Laboon's caretaker and the overseer of the Lighthouse that guides ships coming down from Reverse Mountain into the Grand Line. Though he was a lighthouse keeper for most of his life, he spent three years as a doctor serving as a part of Gol D. Roger's crew. (Source: One Piece Wiki)"
21367,Heppoko,ヘッポコ,Heppoko,https://myanimelist.net/character/21367/Heppoko,,Heppoko is one of the three members of the Alvida Pirates who along with Koby found Luffy in the barrel he had drifted to their hideout in. First Appearance: Chapter 2; Episode 1 (Source: One Piece Wiki)
21368,Poppoko,ポッポコ,Poppoko,https://myanimelist.net/character/21368/Poppoko,,Poppoko (ポッポコ) is one of the three members of the Alvida Pirates who along with Koby found Luffy in the barrel he had drifted to their hideout in. First Appearance: Chapter 2; Episode 1 (Source: One Piece Wikia)
21369,Peppoko,ペッポコ,Peppoko,https://myanimelist.net/character/21369/Peppoko,,Peppoko (ペッポコ) is one of the three members of the Alvida Pirates who along with Koby found Luffy in the barrel he had drifted to their hideout in. First Appearance: Chapter 2; Episode 1 Source: http://onepiece.wikia.com/wiki/Heppoko%2C_Peppoko%2C_and_Poppoko
21370,Sham,シャム,Sham,https://myanimelist.net/character/21370/Sham,,"Sham along with his fellow pirate Buchi, are the two lookouts of the Black Cat pirates. They are also known as the Nyaban Brothers (Meowban Brothers). (Source: One Piece Wikia)"
21371,Buchi,ブチ,Buchi,https://myanimelist.net/character/21371/Buchi,,"Buchi (ブチ, Buchi, romanized as ""Butchie"" in the English versions) along with his fellow pirate Sham, are the two lookouts of the Black Cat pirates. They are also known as the Nyaban Brothers (ニャーバンブラザーズ, Nyaaban Burazaazu). (Source: One Piece Wiki)"
21372,Yainu Nugire,ヌギレ・ヤイヌ,"Nugire, Yainu",https://myanimelist.net/character/21372/Yainu_Nugire,"[{""name"": ""First Appearance"", ""value"": ""Chapter 37; Episode 10""}]","Nugire Yainu was the name of the Black Cat crewmember (their shipwright) who was killed three years earlier by Marines. He was hypnotized by Jango to believe he was Captain Kuro, to whom he bore a passing resemblance. His name isn't mentioned in either the anime or manga but was later revealed in the One Piece Blue Data book. (Source: One Piece Wikia)"
21373,Pearl,パール,Pearl,https://myanimelist.net/character/21373/Pearl,,"Pearl, also known as Pearl the Iron Wall (鉄壁のパール Teppeki no Pāru, Invincible Pearl in the English versions) is Don Krieg's second mate. (Source: One Piece Wikia)"
21374,Lily Enstomach,リリー・エンストマック,"Enstomach, Lily",https://myanimelist.net/character/21374/Lily_Enstomach,,An anime-only giant who appeared during the Z's Ambition Arc. She is the daughter of Panz Fry.
21375,Sarkies,サーキース,Sarkies,https://myanimelist.net/character/21375/Sarkies,,"The First Mate of Bellamy the Hyena, Sarquiss (サーキース, Sākīsu) with a bounty of  38,000,000 for his head. He is nick-named 'Big Knife', due to his large dagger (it bears a strong resemblance to a massive kukri). First Appearance: Chapter 222; Episode 146 Source: http://onepiece.wikia.com/wiki/Sarquiss"
21376,Lily,リリー,Lily,https://myanimelist.net/character/21376/Lily,,"Lily (リリー, Ririi) was first seen with Sarquiss on Jaya Island. She was the only member of the minor crew members in Bellamy's crew that was openly named. Lily appeared in most of the events the crew were involved with during the Jaya Arc. She was last seen when Donquixote Doflamingo came to punish Bellamy. Lily seemed to boast the same overconfident personality that the rest of her crewmates demonstrated. She was most noted for telling Sarquiss not to waste money on Luffy, Zoro and Nami when he threw money at them and acted snobby towards them believing them to be beneath her. When Nami rejects Sarquiss who had asked to buy her off the Straw Hat Pirates she and Mani exchange glances of disbelief. She is voiced by Trina Nishimura in the English Funimation dub. First Appearance: Chapter 223; Episode 146 Source: http://onepiece.wikia.com/wiki/Lily"
21377,Ross,ロス,Ross,https://myanimelist.net/character/21377/Ross,,"Ross (ロス, Rosu) is a member of the Bellamy Pirates. He is a fighter, and wears a similar attire to Braham from Skypiea. He is voiced by Scott Cantrell in the English Funimation dub. He is the one who smashes Luffy's head against a window, breaking it in the process. First Appearance: Chapter 223; Episode 146 His full face, beyond a chin, is hidden by his hat in all appearances. Source: http://onepiece.wikia.com/wiki/Ross"
21378,Eddy,エディ,Eddy,https://myanimelist.net/character/21378/Eddy,,"Eddy is the navigator of the Bellamy Pirates. He's the bespectacled ""pretty boy"" of the Bellamy Pirates who determined the location of the Saruyama Alliance base for Bellamy. It was he who reprimanded Sarquiss for taking on Luffy in the anime. His status as the navigator is evident by the Log Pose on his right wrist. First Appearance: Chapter 223; Episode 146 (Source: One Piece Wiki)"
21379,Hewitt,ヒューイット,Hewitt,https://myanimelist.net/character/21379/Hewitt,,"Hewitt (ヒューイット, Hyuuitto) is a member of the Bellamy Pirates. He is the cook of the crew. Not much else is known about him. First Appearance: Chapter 223; Episode 146 Source: http://onepiece.wikia.com/wiki/Hewitt"
21380,Rivers,リヴァーズ,Rivers,https://myanimelist.net/character/21380/Rivers,,"Rivers (リヴァーズ, Rivaazu) is a member of the Bellamy Pirates. He is the sniper of the crew, and the one wearing the hat with long ear-flaps. In the manga, it was he who stopped Sarquiss from going after Luffy and not Eddy. He is voiced by Patrick Seitz in English Funimation dub. First Appearance: Chapter 223; Episode 146 Source: http://onepiece.wikia.com/wiki/Rivers"
21381,Mani,マニ,Mani,https://myanimelist.net/character/21381/Mani,,"Mani (マニ) is a member of the Bellamy Pirates. She is a female fighter, and is the curly-haired black-skinned beauty who was first seen side-by-side with Rivers. When Nami refused Bellamy's offer to buy her off the Straw Hat Pirates, she and Lilly gave each other a suprised glance at her response. Despite being a ""fighter"", she, like the rest of the crew did nothing to stop Luffy. First Appearance: Chapter 223; Episode 146 Source: http://onepiece.wikia.com/wiki/Mani"
21382,Myure,ミュレ,Myure,https://myanimelist.net/character/21382/Myure,,"Myure (ミュレ) is a member of the Bellamy Pirates. She is the doctor of the crew and is the curvy female with the hair tied up in a cute bun wearing a tight-fitting yellow outfit and crosses decorated on her boots. She has almost no interactions with the crew, however when Nami refused Bellamy's offer to buy her off the Straw Hat Pirates, she had been the first to laugh at her response. Being the crews physician, she presumably made the bandage around Bellamy's head that was seen when Donquixote Doflamingo came to Jaya to punish him. It is unknown how advanced her medical skills are. First Appearance: Chapter 223; Episode 146 Source: http://onepiece.wikia.com/wiki/Myure"
21399,Sadi,サディ,Sadi,https://myanimelist.net/character/21399/Sadi,,"Sadi is the chief guard of Impel Down. Her name comes from the word sadism. Sadi resembles a dominatrix in design. She dresses in a very skimpy devil-themed outfit. She carries around a pitchfork and wears a headpiece that resembles horns. She has long hair that covers her eyes. She also wears candle-shaped earrings. As her name suggests, Sadi is a sadistic person who enjoys bringing pain and torture to others, including Marine allies, and can't seem to get enough of their screams. She also seems to have extreme pride in the virtually perfect defenses of Impel Down, and refuses the assistance of the Marines. She also tends to add an ""mmmmm--!?"" in the middle of her sentences, and insists to be addressed as ""Sadi-chan"". Sadi is a chief guard of Impel Down with some authority over lower ranking subordinates. She appears to be in command over the Four Demon Guards. The pitchfork she carries around conceals a custom-designed whip which she can use quite. (Source: One Piece Wikia)"
21443,Marguerite,マーガレット,Marguerite,https://myanimelist.net/character/21443/Marguerite,,"Marguerite is a member of a tribe of Kuja living on the island of Amazon Lily. Like many other women who grew up in Amazon Lily, Margaret greatly admires Boa Hancock."
21526,Nezumi,ネズミ,Nezumi,https://myanimelist.net/character/21526/Nezumi,,"Captain Nezumi (ネズミ大佐 Nezumi Taisa) is a Marine Officer of the 16th Branch, in the East Blue. His appearance and manner are rodent-like (as ""nezumi"" is Japanese for both ""mouse"" and ""rat""), and he is arrogant and decidedly corrupt. Nezumi takes bribes from Arlong, so the Fishman pirate can keep a low profile. Acting on a tip from Arlong, he uncovers the treasure that Nami had been hoarding in order to buy back Cocoyashi Village and confiscates it from her. After Arlong is defeated, Nezumi attempts to intervene against the Straw Hat Pirates, but he is quickly defeated and forced to return all that he stole. His report back to his superiors is what prompts the Marines to assign Luffy with his first bounty. First Appearance: Chapter 69; Episode 31 (Source: One Piece Wikia)"
21527,Chess,チェス,Chess,https://myanimelist.net/character/21527/Chess,,"As head of staff, Chess (チェス, Chesu) writes down every new law Wapol makes, along with everything he eats. Chess is quite cocky, often stating that he has figured out his foe's weakness, and he also won't hesitate to hurt innocent bystanders."
21528,Kaneshiro,カネシロ,Kaneshiro,https://myanimelist.net/character/21528/Kaneshiro,,"Kaneshiro is the shipwright of the Arlong Pirates. While not explicitly named during the course of the story, Oda mentions his name and his occupation in the Blue Databook. First Appearance: 	 Chapter 72; Episode 31 Source: http://onepiece.wikia.com/wiki/Kaneshiro"
21529,Kuromarimo,クロマーリモ,Kuromarimo,https://myanimelist.net/character/21529/Kuromarimo,,"As magistrate, Kuromarimo is the highest-ranking law officer below Wapol. Source: http://onepiece.wikia.com/wiki/Kuromarimo"
21530,Take,タケ,Take,https://myanimelist.net/character/21530/Take,,"Take is a Carp Fishman and is a member of the Arlong Pirates. He is the commanding officer of social parties. The tattoo on his forehead is the kanji for love. This is a pun since love pronounced in Japanese is koi and so is the word for carp. He also has another tattoo on him, the arrow on his chest like those used for love-hearts. First Appearance: Chapter 75; Episode 32 (Source: One Piece Wikia)"
21531,Pisaro,ピサロ,Pisaro,https://myanimelist.net/character/21531/Pisaro,,"Pisaro (ピサロ) is a member of Arlong's crew, a musician, however he was not openly named until the release of the One Piece Data books. He appears as a common background character as Arlong's Musician. He is a Ocean Sunfish Fishman, he is always seen holding maracas in both hands and often shakes them. He was the one who spotted smoke coming out of Bellemere's chimney. He also appears in the Arlong Park stage of One Piece: Grand Battle! Rush, hitting him results in Kuroobi jumping out of the water and launching himself at the player. First Appearance: Chapter 72; Episode 32 Source:"
21532,Shioyaki,シオヤキ,Shioyaki,https://myanimelist.net/character/21532/Shioyaki,,"Shioyaki (シオヤキ) is a member of the Arlong Pirates. He is the Head of Banquets. His name is a pun which means ""fish broiled with salt"" and in Japan it's a common method of preparing salmon. Like Kaneshiro, Pisaro and Nuke he was only named in the Data Books. Source: http://onepiece.wikia.com/wiki/Shioyaki"
21535,Cricket Montblanc,モンブラン・クリケット,"Montblanc, Cricket",https://myanimelist.net/character/21535/Cricket_Montblanc,,"Montblanc Cricket is an inhabitant of Jaya Island, living in a small home behind the facade of a castle. He is the distant descendant of Montblanc Norland. He and the Saruyama Alliance aided the Straw hats in getting to Skypiea. (Source: One Piece Wiki)"
21536,Masira,マシラ,Masira,https://myanimelist.net/character/21536/Masira,,"Known as the ""Salvage King"", Masira is the head of a simian salvage operation near Jaya Island. First Appearance: Chapter 219; Episode 144 (Source: One Piece Wikia)"
21537,Shoujou,ショウジョウ,Shoujou,https://myanimelist.net/character/21537/Shoujou,,"Shoujou is the brother to Masira and a follower of Montblanc Cricket. He and Masira were both fans of the fairy tale concerning Cricket's ancestor, Montblanc Norland. Like his brother, he meets the Straw-Hats on bad terms and forced them to retreat when he used a sound attack that almost destroyed the Going Merry. After the Straw-Hats meet Cricket, he and Masira become more friendly with them and help modify the Going Merry so it can travel to Skypiea. First Appearance: Chapter 226; Episode 147 (Source: One Piece Wikia)"
21538,Ran,ラン,Ran,https://myanimelist.net/character/21538/Ran,,"Ran (ラン, Ran?) is a Kuja pirate. She's the one who initially spoke with Momonga. She seems to be one of the more knowledgeable and prominent Kuja in the pirate crew. It was her that revealed to a younger amazon the story behind Hancock's supposed stone powers and why no one allowed into the castle during her bath time. She was also the one who initially recognized Luffy's Haki as Haoushoku Haki in the Battle arena as well as recognizing his strength when he felled Bacura in a single blow. She was also given the newspaper of Ace's upcoming execution which she gives to the Elder Nyon. After the Trials of the Arena, she welcomed backed a newly de-petrified Marguerite, and was also seen laughing alongside her fellow Kuja and enjoying the party afterwards. She was last seen bidding farewell to Hancock and Luffy as they boarded Momonga's ship and promising to help take care of their county in their stead. (Source: One Piece Wikia)"
21539,Daisy,デージー,Daisy,https://myanimelist.net/character/21539/Daisy,,"Daisy (デージー, Dējī?)　 is a Kuja pirate. She is likely to be the one with the vulgor ""zahahaha"" laugh, as it was her and Ran who were at the front of the ship when the islanders greeted the pirates with ""Ran-sama! Daisy-sama!"" Source: http://onepiece.wikia.com/wiki/Daisy"
21540,Sweet Pea,スイトピー,Sweet Pea,https://myanimelist.net/character/21540/Sweet_Pea,,"Sweet Pea (スイトピー, Suitopī) is a member of a tribe of Kuja living on the island of Amazon Lily. She was first seen accompanying Marguerite and Aphelandra when they found the mushroom covered Luffy. (Source: One Piece Wikia)"
21541,Aphelandra,アフェランドラ,Aphelandra,https://myanimelist.net/character/21541/Aphelandra,,Aphelandra is a member of a tribe of Kuja living on the island of Amazon Lily. She is large-sized human who accompanied Marguerite and Sweet Pea when they found Luffy covered in mushrooms. (Source: One Piece Wikia)
21542,Kikyou,キキョウ,Kikyou,https://myanimelist.net/character/21542/Kikyou,,"Kikyou is a Kuja warrior from Amazon Lily. She seems to be one of the toughest and most serious of the Kuja and greatly discourages Luffy's presence on the island, especially when seeing the return of Boa Hancock. Although she is harsh, she does have compassion for her fellow Kuja members, as seen when Boa Marigold attempted to smash the petrified Marguerite. Kikyou was also strong enough to withstand Luffy's Haoushoku-level Haki without fainting. Of the Kuja at the party after the arena fight, she the only one not amused at Luffy's antics. She also shouts at the Kujas who put sticks in their mouths and noses during Luffy's departure from the island with Hancock. (Source: One Piece Wiki)"
21543,Belladonna,ベラドンナ,Belladonna,https://myanimelist.net/character/21543/Belladonna,,"Belladonna is one of the Kuja of Amazon Lily, persumably the doctor of the island. She is the one who set Luffy on fire to get rid of the roots of the mushrooms he ate. . She also reveal to Luffy that Marguerite was the one to save him when the others amazons were preparing to shoot him. She is later seen by Boa Hancock's side after she suffers from a mysterious disease. (Source: One Piece Wiki)"
21544,Enishida,エニシダ,Enishida,https://myanimelist.net/character/21544/Enishida,,Enishida is a member of the Kuja. One of Hancock's attendants in her castle.
21553,Daz Bones,ダズ・ボーネス,"Bones, Daz",https://myanimelist.net/character/21553/Daz_Bones,,"Mr. 1, real name Daz Bones, is the highest ranked male Officer Agent in Baroque Works and the strongest under Crocodile himself. (Source: One Piece Wikia)"
21554,Mr. 7,ミズター・セブン,Mr. 7,https://myanimelist.net/character/21554/Mr_7,"[{""name"": ""First Appearance"", ""value"": ""Chapter 205; Episode 124""}]","Mr. 7 is an agent and part of a sniper pair along with Miss Father's Day. Mr. 7's body is covered with sevens, including his eyebrows, shoes, and gun. Many of his body parts, the gestures he makes with his hands, and the way he opens his mouth also resemble the number seven. Together with his partner Miss Father's Day the two form the sniper pair of Baroque Works. His Yellow Gun (named the Kiiroi Juu) shoots dice-shaped bullets that have 7 dots on them, which he fires so they line up with Miss Father's Day's bullets, creating an explosion. Sir Crocodile gave them the job to guard the cannon at the top of the clock tower until it went off and destroyed the people fighting in the middle of the capital city of Arabasta, Alubarna (both unaware of the fact that they'll be caught in the blast as well). He always seems to yawn or whisper to Miss Father's Day. Both he and Ms. Father's Day were defeated by Princess Vivi which is slightly ironic because in Baroque Works, they have a lower number than Vivi did. (Vivi was number 9.) (Source: One Piece Wikia)"
21555,Mr. 11,ミズター・エレヴェン,Mr. 11,https://myanimelist.net/character/21555/Mr_11,"[{""name"": ""First Appearance"", ""value"": ""Chapter 128; Episode 79""}]","Mr. 11's real name is unknown. He is a Frontier Agent for Baroque Works in One Piece. His partner, Miss Thursday, is not shown. He makes a very short appearance in two episodes during the Arabasta arc. In the first, he is captured by Captain Smoker in Lunas and tied to a flag post. On Smoker's ship, he unwittingly reveals some information about Baroque Works. In the second, the ship is in Arabasta. When an unforeseen event happens that causes the crew, including Smoker, to leave their ship, Mr. 11 tries to free himself. Surprisingly, ""Billions"" (henchmen for Officer Agents) board the ship. Mr. 11, mistaking them for ""Millions"", (henchmen for Frontier Agents) yells at them to untie him. The ""Billions"" then reveal their rank and are hence the same level as him (agents above ranked of 10 are not much stronger than the Billions). Then Mr. 11 apologizes, but too little too late for they have no intention of freeing him. Then ""Mr. Mellow"" comes toward Mr. 11 and says ""It's about time a post got opened."" and shoots Mr. 11. Though his death isn't shown, Mr. Mellow's comment makes it a likely possibility, especially as Tashigi tells Smoker he was murdered in the same chapter/episode. (Source: One Piece Wikia)"
21556,Zala,ザラ,Zala,https://myanimelist.net/character/21556/Zala,,"Miss Doublefinger (Miss New Years Eve in the 4Kids dub), real name Paula, is the second highest ranking female officer agent in Baroque Works. First Appearance: Chapter 160; Episode 103 Devil Fruit: Toge Toge no Mi (Thorn Thorn Fruit)"
21557,Roshio,ロシオ,Roshio,https://myanimelist.net/character/21557/Roshio,,"Roshio (ロシオ) was a pirate who was said to have a bounty of Belli 42,000,000 on him. Roshio is seen playing cards with Bellamy the Hyena in the starting chapters of the Jaya arc. While he wins fairly, Bellamy challenges him otherwise then knocks him out of the top floor of the building they were in.[1] Upon seeing Roshio's crew down in the streets trying to carry him to get some much-needed medical attention, Bellamy then leaps down to finish him off with his Spring Hopper technique. First Appearance: Chapter 222; Episode 146 Source: http://onepiece.wikia.com/wiki/Roshio"
21558,Tsuru,つる,Tsuru,https://myanimelist.net/character/21558/Tsuru,,"Vice-Admiral Tsuru (つる中将 Tsuru Chūjō) the ""Great Tactician"" (大参謀 Dai-Sanbō) is one of Sengoku's direct subordinates at the base in the Sanctuary of Marie Joie. She is an elderly woman, similar in appearance to Dr. Kureha, but older-looking (and probably younger). She was present for the gathering of the Shichibukai to choose a replacement for Sir Crocodile. First Appearance: Chapter 234; Episode 151 (Source: One Piece Wikia)"
21559,Jozu,ジョズ,Jozu,https://myanimelist.net/character/21559/Jozu,,"Jozu is the commander of Whitebeard's 3rd division. First Appearance: 	 Chapter 234; Episode 151 As the commander of the 3rd division of the Whitebeard Pirates, Jozu has authority over the lower-ranking subordinates. He was one of the few men unaffected by the powerful Haki released by the Yonkou Shanks. He is very experienced and a veteran of the Whitebeard pirates from the times of Gol D. Roger. He is one of the strongest members of the Whitebeard Pirates, as shown by his position as the 3rd division commander. During the Marineford war, Jozu was powerful enough to fight on par against the Shichibukai and the Marine Admirals. Jozu has outstanding brute strength, comparable to that of the Giant Squad Marines. He picked up and hurled an immense iceberg at a great distance at the giants protecting Marineford. The iceberg was so enormous that it appeared to be at least ten times as big as any of the giants. Thus, Jozu has demonstrated one of the greatest strength feats seen in the series. And, despite his massive body, his speed and reflexes are on par with his brute force; when he attacked Crocodile after the latter attempted to take Whitebeard's life, Crocodile commented on both the great speed and strength of the attack. Jozu has eaten a currently unnamed Devil Fruit that allows him to transform, parts and most likely all of his body, into diamond. This power has earned him the nickname  ""Diamond Jozu"". It is currently unknown if this is a Paramecia, like Supa Supa no Mi. Jozu's powers give him the ability to greatly increase his offensive and defensive powers. His already strong physical attacks are enhanced by the density of his diamond body. His defenses seem to enhance exponentially, and he is able to block the strongest slash in the world from the world's greatest swordsman, Shichibukai Juracule Mihawk, with no visible damage to himself. However, when his whole body is not in full diamond form, he is still vulnerable to Aokiji's freezing abilities. Other than that, Jozu is weak against the standard Devil Fruit weaknesses. (Source: One Piece Wiki)"
21560,Thatch,サッチ,Thatch,https://myanimelist.net/character/21560/Thatch,,"Thatch was the commander of the 4th Division of the Whitebeard Pirates. It was revealed that, Thatch found the Devil Fruit that Blackbeard was after (the Yami Yami no Mi). This Devil Fruit was the very reason that Blackbeard joined the Whitebeard Pirates, so he killed Thatch and ran off with it. First Appearance: 	 Chapter 440; Episode 325 Source: http://onepiece.wikia.com/wiki/Thatch"
21613,Olvia Nico,ニコ･オルビア,"Nico, Olvia",https://myanimelist.net/character/21613/Olvia_Nico,,"Nico Olvia is Robin's mother and although the two went for many years without seeing each other, her mother still loved her deeply. She was proud of her daughter and considered her amazing for being able to read Poneglyphs at an extremely young age. Her only regret was she was unable to spend time with her daughter and all Robin ever wanted was to see her again and be with her."
21688,Zenny,,Zenny,https://myanimelist.net/character/21688/Zenny,,"Zenny is the old man from Goat Island. He is debt collector who got stuck in an island for 20 years ago full of goats and is suffering from a fatal disease, though he received medicine from Chopper and is seen once again sailing the sea with the goats. http://onepiece.wikia.com/wiki/Zenny"
21804,Sentoumaru,戦桃丸,Sentoumaru,https://myanimelist.net/character/21804/Sentoumaru,,"Sentomaru is the bodyguard of Vegapunk and is in command of the Marines' Science Unit. After the timeskip, he has become a full-fledged Marine officer. First Appearance: Chapter 497; Episode 401 (Source: One Piece Wikia)"
21805,Gonbe,ゴンベ,Gonbe,https://myanimelist.net/character/21805/Gonbe,,"Gonbe is Chimney's pet cat, although he is quite clearly a rabbit. Gonbe is never seen away from Chimney's side and goes where ever she goes, often mimicking what Chimney's actions. And he is never seen without a broad smile. (Source: One Piece Wikia)"
21806,Kokoro,ココロ,Kokoro,https://myanimelist.net/character/21806/Kokoro,,"Kokoro (ココロ) is the main conductor of the Sea Train, Puffing Tom, at the station just outside of Water 7. She has a granddaughter named Chimney, who accompanies her everywhere. (Source: One Piece Wiki)"
